episode_index,frames,adv_frac,adv_mean,adv_p75,adv_p90,adv_max,short_horizon_frac,length,source_dataset,source_episode_index,length_rank_pct,adv_frac_rank_pct,adv_p90_rank_pct,quality_score
177,8897,0.48375857030459707,-7.97256298189427e-05,0.014972131558852686,0.037132590123611045,0.21156918615956832,0.005619871866921434,8897,HIL_specialist_final_seal-water-bottle-cap_zhangyu_Huazhong,8,0.5984848484848485,0.5252525252525253,0.7070707070707071,0.5183080808080808
185,10011,0.5877534711817002,-0.0004665076400805671,0.013085476913648142,0.03241926045079757,0.24396863193173934,0.004994506043352312,10011,HIL_specialist_final_seal-water-bottle-cap_zhangyu_Huazhong,16,0.7171717171717171,0.7626262626262627,0.3787878787878788,0.517929292929293
31,7339,0.39051641913067175,0.00039443518383557887,0.021309319743114008,0.04630565852780868,0.1650742440011077,0.0068129172911840855,7339,HIL_generalist_final_seal-water-bottle-cap_VLAlab-JP,0,0.3787878787878788,0.23232323232323232,0.9646464646464646,0.51489898989899
36,8280,0.5506038647342996,-6.73428023763278e-05,0.014307808921831144,0.030090983816581266,0.22016023457904388,0.006038647342995169,8280,HIL_generalist_final_seal-water-bottle-cap_VLAlab-JP,5,0.51010101010101,0.6565656565656566,0.23737373737373738,0.5143939393939394
64,6877,0.40962629053366295,0.0004081434823080923,0.01585340113301803,0.03709021420140795,0.21649410189052154,0.007270612185546023,6877,HIL_generalist_final_seal-water-bottle-cap_ZechengZhu_ICL,8,0.31313131313131315,0.29292929292929293,0.702020202020202,0.5126262626262627
12,8436,0.5787102892366051,-0.0001734900509690378,0.011733783268528475,0.026480454811053766,0.16505735726018478,0.005926979611190137,8436,HIL_generalist_final_seal-water-bottle-cap_PengfangQian_SII,6,0.5353535353535354,0.7424242424242424,0.06060606060606061,0.5088383838383839
23,7907,0.47666624509927913,8.14926043239585e-05,0.014831926533179773,0.03339907736440233,0.15227833003659774,0.006323510813203491,7907,HIL_generalist_final_seal-water-bottle-cap_PengfangQian_SII,21,0.4595959595959596,0.5050505050505051,0.4494949494949495,0.5063131313131314
139,6079,0.3628886329988485,0.0006273959454265591,0.01717061907907058,0.03978550047536421,0.136015709349113,0.008225037012666556,6079,HIL_specialist_final_seal-water-bottle-cap_PengfangQian_SII,26,0.23232323232323232,0.15656565656565657,0.8080808080808081,0.5007575757575758
30,5828,0.44286204529855866,0.0011290042443818922,0.013304378696876062,0.02765652001758148,0.14521608860154678,0.008579272477693892,5828,HIL_generalist_final_seal-water-bottle-cap_PengfangQian_SII,29,0.18181818181818182,0.4292929292929293,0.10101010101010101,0.4997474747474747
181,12318,0.6114628998213996,-0.0008181048813372231,0.013202642881470217,0.032516135879951016,0.22406017393727828,0.004059100503328463,12318,HIL_specialist_final_seal-water-bottle-cap_zhangyu_Huazhong,12,0.8585858585858586,0.8181818181818182,0.40404040404040403,0.49848484848484853
28,10293,0.6239191683668512,-0.0004153521899467291,0.01075619072576095,0.028448494383292756,0.18468802780767013,0.00485767026134266,10293,HIL_generalist_final_seal-water-bottle-cap_PengfangQian_SII,27,0.7323232323232324,0.8333333333333334,0.1414141414141414,0.49696969696969695
